번호,개방서비스,개방서비_1,개방자치단,관리번호,인허가일자,인허가취소,영업상태구,영업상태명,상세영업상,상세영업_1,폐업일자,휴업시작일,휴업종료일,재개업일자,소재지전화,소재지면적,소재지우편,소재지전체,도로명전체,도로명우편,사업장명,최종수정시,데이터갱신,데이터갱_1,업태구분명,좌표정보(x,좌표정보(y,업무구분명,상세업무구,권리주체일,총직원수
1525,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20200110,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 신정동 ****-**,서울특별시 양천구 중앙로**길 ** (신정동),8085,몽몽,2.02204E+13,I,44744.73227,,943097.1207,1946586.646,동물위탁관리업,동물위탁관리업,0,0
1526,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20200317,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 신정동 ***-** 성은빌딩,"서울특별시 양천구 은행정로 **, 성은빌딩 *층 (신정동)",7938,이든반려견 문화센터,2.02204E+13,I,44744.73227,,943274.3128,1947536.738,동물위탁관리업,동물위탁관리업,0,0
1527,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20180503,,1,영업/정상,0,정상,,,,,02-802-2811,0,,서울특별시 금천구 시흥동 ***-* 서우빌딩,"서울특별시 금천구 시흥대로 ***, 서우빌딩 *층 (시흥동)",8631,더조은동물의료센터,2.02204E+13,I,44744.73227,,947151.3908,1938788.055,동물위탁관리업,동물위탁관리업,0,0
1528,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20180605,,1,영업/정상,0,정상,,,,,,0,,서울특별시 금천구 독산동 ***-** 남강카서비스,"서울특별시 금천구 문성로 **, 남강카서비스 *층 (독산동)",8549,고양이무마취미용 고무미,2.02204E+13,I,44744.73227,,947799.3786,1941859.192,동물위탁관리업,동물위탁관리업,0,0
1529,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20180622,,1,영업/정상,0,정상,,,,,,0,,서울특별시 금천구 독산동 ****-* *층,"서울특별시 금천구 독산로**길 **, *층 (독산동)",8559,더 예쁘개,2.02204E+13,I,44744.73227,,947117.7766,1940675.962,동물위탁관리업,동물위탁관리업,0,0
1530,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20180827,,1,영업/정상,0,정상,,,,,,0,,서울특별시 금천구 시흥동 ***-** *층,"서울특별시 금천구 시흥대로 **-*, *층 (시흥동)",8651,몽하우스,2.02204E+13,I,44744.73227,,947205.4314,1938015.358,동물위탁관리업,동물위탁관리업,0,0
1531,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20180918,,1,영업/정상,0,정상,,,,,02-808-2475,0,,서울특별시 금천구 시흥동 ***-* 도일산호시티빌 ***호,"서울특별시 금천구 시흥대로 ***, *층 ***호 (시흥동, 도일산호시티빌)",8614,금천24시 K동물의료센터,2.02204E+13,I,44744.73227,,946822.0601,1939522.556,동물위탁관리업,동물위탁관리업,0,0
1532,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20180920,,1,영업/정상,0,정상,,,,,,0,,서울특별시 금천구 독산동 ****-** 류성빌딩 ***호,"서울특별시 금천구 시흥대로 ***, 류성빌딩 지층 ***호 (독산동)",8604,해피치 애견카페,2.02204E+13,I,44744.73227,,946615.5618,1940498.12,동물위탁관리업,동물위탁관리업,0,0
1533,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20181001,,1,영업/정상,0,정상,,,,,02-894-3030,0,,서울특별시 금천구 시흥동 ***-**,서울특별시 금천구 독산로 ** (시흥동),8573,제일종합동물병원,2.02204E+13,I,44744.73227,,947412.5319,1939124.745,동물위탁관리업,동물위탁관리업,0,0
1534,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20181005,,1,영업/정상,0,정상,,,,,02-853-7582,0,,서울특별시 금천구 독산동 ***-*,서울특별시 금천구 남부순환로 **** (독산동),8547,우리동물메디컬센터,2.02204E+13,I,44744.73227,,947297.9029,1942139.257,동물위탁관리업,동물위탁관리업,0,0
1535,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20181015,,1,영업/정상,0,정상,,,,,02-855-8575,0,,서울특별시 금천구 독산동 ***-**,서울특별시 금천구 시흥대로 *** (독산동),8531,24시 글로리 동물병원,2.02204E+13,I,44744.73227,,946726.4436,1941811.804,동물위탁관리업,동물위탁관리업,0,0
1536,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20181017,,1,영업/정상,0,정상,,,,,02-564-0927,0,,서울특별시 강남구 역삼동 ***-* MS빌딩 *층,"서울특별시 강남구 역삼로 ***, MS빌딩 *층 (역삼동)",6250,더왈츠앤조이피아,2.02205E+13,U,44744.73227,,958762.6238,1943672.548,동물위탁관리업,동물위탁관리업,0,0
1537,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20181024,,1,영업/정상,0,정상,,,,,02-576-1239,0,,서울특별시 강남구 도곡동 ***-* *층,"서울특별시 강남구 도곡로 ***, *층 (도곡동)",6261,강남다온동물병원,2.02205E+13,U,44744.73227,,959129.8122,1943360.06,동물위탁관리업,동물위탁관리업,0,0
1538,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20181120,,1,영업/정상,0,정상,,,,,02-3446-8253,0,,서울특별시 강남구 논현동 ***-*,서울특별시 강남구 학동로*길 * (논현동),6111,와이즈24시동물병원,2.02204E+13,I,44744.73227,,957850.4447,1945579.808,동물위탁관리업,동물위탁관리업,0,0
1539,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20181126,,1,영업/정상,0,정상,,,,,02-554-8875,0,,서울특별시 강남구 역삼동 ***-** 강남프라자 ***호,"서울특별시 강남구 언주로 ***, 강남프라자 ***호 (역삼동)",6219,도곡종합동물병원,2.02205E+13,U,44744.73227,,959855.4252,1943869.234,동물위탁관리업,동물위탁관리업,0,0
1540,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20181127,,1,영업/정상,0,정상,,,,,02-556-0975,0,,서울특별시 강남구 대치동 ***-* *층,"서울특별시 강남구 선릉로 ***, *층 (대치동)",6198,주주동물종합병원,2.02204E+13,I,44744.73227,,960204.9969,1944506.951,동물위탁관리업,동물위탁관리업,0,0
1541,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20181206,,1,영업/정상,0,정상,,,,,02-6415-0202,0,,서울특별시 강남구 역삼동 ***-* 꿈꾸지오 다세대주택 지층,"서울특별시 강남구 테헤란로**길 **-**, 지층 (역삼동, 꿈꾸지오 다세대주택)",6146,슈몽(SHUMONG),2.02206E+13,U,44744.73227,,959603.843,1944990.289,동물위탁관리업,동물위탁관리업,0,0
1542,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20181207,,1,영업/정상,0,정상,,,,,02-549-4505,0,,서울특별시 강남구 논현동 **-* 진성빌딩,"서울특별시 강남구 도산대로 ***, 진성빌딩 (논현동)",6047,24시신사동물용품,2.02205E+13,U,44744.73227,,958309.7851,1946503.958,동물위탁관리업,동물위탁관리업,0,0
1543,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20181212,,1,영업/정상,0,정상,,,,,02-511-6164,0,,서울특별시 강남구 청담동 ***-** 지하*층,"서울특별시 강남구 도산대로**길 **, 지하*층 (청담동)",6011,비안코이탈리아,2.02204E+13,I,44744.73227,,959935.7915,1947161.176,동물위탁관리업,동물위탁관리업,L00,0
1544,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20181212,,1,영업/정상,0,정상,,,,,02-549-1128,0,,서울특별시 강남구 삼성동 **-**,서울특별시 강남구 삼성로***길 ** (삼성동),6094,릴리줄리살롱,2.02205E+13,U,44744.73227,,960046.1453,1945881.097,동물위탁관리업,동물위탁관리업,0,0
1545,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20181226,,1,영업/정상,0,정상,,,,,02-445-7588,0,,서울특별시 강남구 자곡동 *** 서강플라자 *층 ***호,"서울특별시 강남구 자곡로 ***, 서강플라자 *층 ***호 (자곡동)",6373,자곡퍼스트동물의료센터,2.02204E+13,I,44744.73227,,964206.2673,1941194.14,동물위탁관리업,동물위탁관리업,0,0
1546,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20190102,,1,영업/정상,0,정상,,,,,02-575-5111,0,,서울특별시 강남구 개포동 ****-* 남강빌딩 *층,"서울특별시 강남구 개포로 ***, 남강빌딩 *층 (개포동)",6306,하룻강아지,2.02204E+13,I,44744.73227,,960127.4318,1942013.224,동물위탁관리업,동물위탁관리업,0,0
1547,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20190108,,1,영업/정상,0,정상,,,,,02-511-0321,0,,서울특별시 강남구 논현동 ***-** *층,"서울특별시 강남구 학동로**길 **-*, *층 (논현동)",6115,도기도기,2.02205E+13,U,44744.73227,,958107.6315,1945390.019,동물위탁관리업,동물위탁관리업,0,0
1548,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20190218,,1,영업/정상,0,정상,,,,,02-556-7588,0,,서울특별시 강남구 대치동 *** 성보*빌딩 *층,"서울특별시 강남구 남부순환로 ****-*, 성보*빌딩 *층 (대치동)",6280,래이동물의료센터,2.02205E+13,U,44744.73227,,960834.0778,1943504.591,동물위탁관리업,동물위탁관리업,0,0
1549,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20190220,,1,영업/정상,0,정상,,,,,02-445-5022,0,,서울특별시 강남구 자곡동 *** 강남힐스테이트에코 ***호,"서울특별시 강남구 자곡로 ***, 강남힐스테이트에코 ***호 (자곡동)",6373,힐스타동물병원,2.02205E+13,U,44744.73227,,964986.6628,1941491.824,동물위탁관리업,동물위탁관리업,0,0
1550,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20190320,,1,영업/정상,0,정상,,,,,02-2088-3375,0,,서울특별시 강남구 논현동 **-** *-*층,"서울특별시 강남구 언주로***길 **, *-*층 (논현동)",6053,반려문화,2.02205E+13,U,44744.73227,,958686.0005,1946092.001,동물위탁관리업,동물위탁관리업,0,0
1701,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20200504,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 목동 ***-**,"서울특별시 양천구 목동중앙로 **, *층 (목동)",7961,봄날동물병원,2.02204E+13,I,44744.73227,,944435.3473,1948541.596,동물위탁관리업,동물위탁관리업,0,0
1702,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20200519,,1,영업/정상,0,정상,,,,,2607-7502,0,,서울특별시 양천구 신월동 ****-*,"서울특별시 양천구 신월로 ***, *층 (신월동)",8047,신월동물병원,2.02204E+13,I,44744.73227,,941404.8122,1946233.633,동물위탁관리업,동물위탁관리업,0,0
1703,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20200602,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 신월동 ***-*,"서울특별시 양천구 지양로 **, *층 (신월동)",8037,별개,2.02204E+13,I,44744.73227,,940950.2436,1946946.551,동물위탁관리업,동물위탁관리업,0,0
1704,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20200615,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 신정동 *** 목동신시가지아파트**단지,"서울특별시 양천구 목동동로 ***, B동 *층 (신정동, 목동신시가지아파트**단지)",8018,페토브 동물병원,2.02204E+13,I,44744.73227,,944284.4239,1946204.213,동물위탁관리업,동물위탁관리업,0,0
1705,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20200804,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 목동 ***-* 홈플러스목동점,"서울특별시 양천구 목동서로 ***, 홈플러스목동점 *층 (목동)",7992,몽스파목동점,2.02204E+13,I,44744.73227,,944554.6346,1947770.898,동물위탁관리업,동물위탁관리업,0,0
1706,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20200806,,1,영업/정상,0,정상,,,,,226928255,0,,서울특별시 양천구 신월동 ***-**,"서울특별시 양천구 신월로 ***, *층 (신월동)",8032,파란동물병원,2.02204E+13,I,44744.73227,,941629.1074,1946375.195,동물위탁관리업,동물위탁관리업,0,0
1707,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20201102,,1,영업/정상,0,정상,,,,,226070022,0,,서울특별시 양천구 신월동 ***-**,서울특별시 양천구 오목로 ** (신월동),7930,양천종합동물병원,2.02204E+13,I,44744.73227,,941841.3029,1946897.741,동물위탁관리업,동물위탁관리업,0,0
1708,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20201103,,1,영업/정상,0,정상,,,,,226911245,0,,서울특별시 양천구 신정동 ***-**,"서울특별시 양천구 오목로 ***, *층 (신정동)",7943,POSH(포쉬),2.02204E+13,I,44744.73227,,942924.1561,1947192.071,동물위탁관리업,동물위탁관리업,0,0
1709,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20201103,,1,영업/정상,0,정상,,,,,226525475,0,,서울특별시 양천구 신정동 ***-**,서울특별시 양천구 신목로 ** (신정동),8009,리더스 동물병원,2.02204E+13,I,44744.73227,,944634.1102,1946808.834,동물위탁관리업,동물위탁관리업,0,0
1710,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20201118,,1,영업/정상,0,정상,,,,,226457588,0,,서울특별시 양천구 목동 *** 현대월드타워,"서울특별시 양천구 목동서로 **, 현대월드타워 ***-**호 (목동)",7983,가나종합동물병원,2.02204E+13,I,44744.73227,,944979.8271,1948395.875,동물위탁관리업,동물위탁관리업,0,0
1711,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20201228,,1,영업/정상,0,정상,,,,,269598448,0,,서울특별시 양천구 신월동 ***-*,서울특별시 양천구 남부순환로 *** (신월동),7921,서서울호수동물병원,2.02204E+13,I,44744.73227,,940944.6054,1947791.842,동물위탁관리업,동물위탁관리업,0,0
1712,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20211001,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 신월동 ***-** *층,"서울특별시 양천구 남부순환로**길 **, *층 (신월동)",7916,아이멍쥬,2.02204E+13,I,44744.73227,,940986.4407,1947464.457,동물위탁관리업,동물위탁관리업,0,0
1713,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20211112,,1,영업/정상,0,정상,,,,,02-2644-1351,0,,서울특별시 양천구 목동 ***-*** 소망빌딩,"서울특별시 양천구 오목로 ***-**, 소망빌딩 *층 (목동)",7999,카페멍,2.02204E+13,I,44744.73227,,944740.9381,1947207.088,동물위탁관리업,동물위탁관리업,0,0
1714,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20211129,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 신정동 ***-** 양정빌딩 *층,"서울특별시 양천구 신정중앙로 **, 양정빌딩 *층 (신정동)",7938,키움 반려견 아카데미,2.02204E+13,I,44744.73227,,943325.7834,1947420.626,동물위탁관리업,동물위탁관리업,0,0
1715,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20211208,,1,영업/정상,0,정상,,,,,02-2646-2707,0,,서울특별시 양천구 신정동 ***-** ***호,"서울특별시 양천구 오목로 ***, ***호 (신정동)",7944,강아지분양 멍블랑 애견샵 목동점,2.02204E+13,I,44744.73227,,943246.4609,1947246.553,동물위탁관리업,동물위탁관리업,0,0
1716,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20220129,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 신월동 ***-* 승일뷰티타워*,"서울특별시 양천구 신월로 ***, 승일뷰티타워* ***호 (신월동)",8064,네발로오시개,2.02204E+13,I,44744.73227,,941781.875,1946389.682,동물위탁관리업,동물위탁관리업,0,0
1717,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20220517,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 신정동 ***-** 성은빌딩*층,"서울특별시 양천구 은행정로 **, 성은빌딩 *층 (신정동)",7938,리본반려견 유치원,2.02205E+13,U,44744.73227,,943274.3128,1947536.738,동물위탁관리업,동물위탁관리업,0,0
1718,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20220519,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 신월동 ***-**,"서울특별시 양천구 남부순환로**길 **, ***호 (신월동)",7915,로우포우신월(rawpaw),2.02205E+13,I,44744.73227,,940842.4845,1947699.196,동물위탁관리업,동물위탁관리업,0,0
1719,동물위탁관리업,02_03_10_P,3140000,3.14E+17,20220622,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 신월동 ***-* *층,"서울특별시 양천구 남부순환로 ***, *층 (신월동)",7924,리브독(LeavDog),2.02206E+13,U,44744.73227,,940997.1063,1947702.032,동물위탁관리업,동물위탁관리업,0,0
1720,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20181024,,1,영업/정상,0,정상,,,,,02-805-2825,0,,서울특별시 금천구 독산동 ****-**,서울특별시 금천구 시흥대로 *** (독산동),8623,파랑새동물병원,2.02204E+13,I,44744.73227,,946824.3084,1939765.552,동물위탁관리업,동물위탁관리업,0,0
1721,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20181105,,1,영업/정상,0,정상,,,,,,0,,서울특별시 금천구 시흥동 ***-**,"서울특별시 금천구 금하로 ***, *층 (시흥동)",8644,개편한카페,2.02207E+13,U,44749.11111,,947767.4528,1938882.024,동물위탁관리업,동물위탁관리업,0,0
1722,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20191008,,1,영업/정상,0,정상,,,,,,0,,서울특별시 금천구 시흥동 ***-*,"서울특별시 금천구 시흥대로 ***, *층 ***호 (시흥동)",8638,냥카페 묘연,2.02204E+13,I,44744.73227,,947116.8128,1938553.525,동물위탁관리업,동물위탁관리업,0,0
1724,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20220107,,1,영업/정상,0,정상,,,,,,0,,서울특별시 금천구 시흥동 ***-**,"서울특별시 금천구 독산로 ***, *층 (시흥동)",8621,꼬미펫,2.02204E+13,I,44744.73227,,947246.3446,1940166.185,동물위탁관리업,동물위탁관리업,0,0
1725,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20220110,,1,영업/정상,0,정상,,,,,,0,,서울특별시 금천구 시흥동 **** 남서울힐스테이트,"서울특별시 금천구 시흥대로 ***, ***동 ***호 (시흥동, 남서울힐스테이트)",8637,뽀dog,2.02204E+13,I,44744.73227,,946966.4839,1938599.215,동물위탁관리업,동물위탁관리업,0,0
1726,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20220217,,1,영업/정상,0,정상,,,,,,0,,서울특별시 금천구 독산동 ***-*,"서울특별시 금천구 남부순환로 ****, *층 (독산동)",8547,놀면뭐하개,2.02204E+13,I,44744.73227,,947340.1051,1942149.433,동물위탁관리업,동물위탁관리업,0,0
1727,동물위탁관리업,02_03_10_P,3170000,3.17E+17,20220421,,1,영업/정상,0,정상,,,,,02-895-7405,0,,서울특별시 금천구 시흥동 **** 남서울힐스테이트,"서울특별시 금천구 시흥대로 ***, ***동 ***,***호 (시흥동, 남서울힐스테이트)",8637,행복하개,2.02204E+13,I,44744.73227,,946966.4839,1938599.215,동물위탁관리업,동물위탁관리업,0,0
1728,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20190320,,1,영업/정상,0,정상,,,,,02-575-2004,0,,서울특별시 강남구 도곡동 ***,"서울특별시 강남구 논현로**길 **, 석천빌딩 지하*층 (도곡동)",6302,짐더독,2.02204E+13,I,44744.73227,,959684.2517,1942434.365,동물위탁관리업,동물위탁관리업,0,0
1729,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20190326,,1,영업/정상,0,정상,,,,,02-459-5955,0,,서울특별시 강남구 수서동 ***-** 제이스프라자 ***호,"서울특별시 강남구 광평로 ***, 제이스프라자 ***호 (수서동)",6362,수서동물병원,2.02204E+13,I,44744.73227,,964066.6557,1942548.462,동물위탁관리업,동물위탁관리업,0,0
1730,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20190404,,1,영업/정상,0,정상,,,,,02-6053-6052,0,,서울특별시 강남구 일원동 *** 푸른마을아파트 상가동 ***호,"서울특별시 강남구 일원로**길 **, 상가동 ***호 (일원동, 푸른마을아파트)",6356,수정동물병원,2.02205E+13,U,44744.73227,,962873.7689,1942514.311,동물위탁관리업,동물위탁관리업,0,0
1731,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20190408,,1,영업/정상,0,정상,,,,,02-573-7582,0,,서울특별시 강남구 개포동 ****-** 동성빌딩 *층,"서울특별시 강남구 논현로 **, 동성빌딩 *층 (개포동)",6307,개포별빛동물병원,2.02205E+13,U,44744.73227,,959815.0361,1941704.667,동물위탁관리업,동물위탁관리업,0,0
